budget_id,budget_month,account_code,cost_centre_code,product_code,entity_code,region_code,budget_version,budget_currency,budget_amount,source_system,load_date
BUD26-006031,2026-10-01,5200,CC410,P002,ENT04,REG03,FY26 Approved,GBP,1175.04,Planning System,2026-09-18
BUD26-006032,2026-10-01,5200,CC410,P002,ENT04,REG04,FY26 Approved,GBP,6854.40,Planning System,2026-09-18
BUD26-006033,2026-10-01,5200,CC410,P003,ENT01,REG01,FY26 Approved,GBP,31416.00,Planning System,2026-09-18
BUD26-006034,2026-10-01,5200,CC410,P003,ENT01,REG02,FY26 Approved,GBP,5385.60,Planning System,2026-09-18
BUD26-006035,2026-10-01,5200,CC410,P003,ENT01,REG03,FY26 Approved,GBP,4488.00,Planning System,2026-09-18
BUD26-006036,2026-10-01,5200,CC410,P003,ENT01,REG04,FY26 Approved,GBP,3590.40,Planning System,2026-09-18
BUD26-006037,2026-10-01,5200,CC410,P003,ENT02,REG01,FY26 Approved,GBP,1468.80,Planning System,2026-09-18
BUD26-006038,2026-10-01,5200,CC410,P003,ENT02,REG02,FY26 Approved,GBP,10575.36,Planning System,2026-09-18
BUD26-006039,2026-10-01,5200,CC410,P003,ENT02,REG03,FY26 Approved,GBP,1468.80,Planning System,2026-09-18
BUD26-006040,2026-10-01,5200,CC410,P003,ENT02,REG04,FY26 Approved,GBP,1175.04,Planning System,2026-09-18
BUD26-006041,2026-10-01,5200,CC410,P003,ENT03,REG01,FY26 Approved,GBP,979.20,Planning System,2026-09-18
BUD26-006042,2026-10-01,5200,CC410,P003,ENT03,REG02,FY26 Approved,GBP,1224.00,Planning System,2026-09-18
BUD26-006043,2026-10-01,5200,CC410,P003,ENT03,REG03,FY26 Approved,GBP,9057.60,Planning System,2026-09-18
BUD26-006044,2026-10-01,5200,CC410,P003,ENT03,REG04,FY26 Approved,GBP,979.20,Planning System,2026-09-18
BUD26-006045,2026-10-01,5200,CC410,P003,ENT04,REG01,FY26 Approved,GBP,783.36,Planning System,2026-09-18
BUD26-006046,2026-10-01,5200,CC410,P003,ENT04,REG02,FY26 Approved,GBP,979.20,Planning System,2026-09-18
BUD26-006047,2026-10-01,5200,CC410,P003,ENT04,REG03,FY26 Approved,GBP,1175.04,Planning System,2026-09-18
BUD26-006048,2026-10-01,5200,CC410,P003,ENT04,REG04,FY26 Approved,GBP,6854.40,Planning System,2026-09-18
BUD26-006049,2026-10-01,5200,CC410,P004,ENT01,REG01,FY26 Approved,GBP,31416.00,Planning System,2026-09-18
BUD26-006050,2026-10-01,5200,CC410,P004,ENT01,REG02,FY26 Approved,GBP,5385.60,Planning System,2026-09-18
BUD26-006051,2026-10-01,5200,CC410,P004,ENT01,REG03,FY26 Approved,GBP,4488.00,Planning System,2026-09-18
BUD26-006052,2026-10-01,5200,CC410,P004,ENT01,REG04,FY26 Approved,GBP,3590.40,Planning System,2026-09-18
BUD26-006053,2026-10-01,5200,CC410,P004,ENT02,REG01,FY26 Approved,GBP,1468.80,Planning System,2026-09-18
BUD26-006054,2026-10-01,5200,CC410,P004,ENT02,REG02,FY26 Approved,GBP,10575.36,Planning System,2026-09-18
BUD26-006055,2026-10-01,5200,CC410,P004,ENT02,REG03,FY26 Approved,GBP,1468.80,Planning System,2026-09-18
BUD26-006056,2026-10-01,5200,CC410,P004,ENT02,REG04,FY26 Approved,GBP,1175.04,Planning System,2026-09-18
BUD26-006057,2026-10-01,5200,CC410,P004,ENT03,REG01,FY26 Approved,GBP,979.20,Planning System,2026-09-18
BUD26-006058,2026-10-01,5200,CC410,P004,ENT03,REG02,FY26 Approved,GBP,1224.00,Planning System,2026-09-18
BUD26-006059,2026-10-01,5200,CC410,P004,ENT03,REG03,FY26 Approved,GBP,9057.60,Planning System,2026-09-18
BUD26-006060,2026-10-01,5200,CC410,P004,ENT03,REG04,FY26 Approved,GBP,979.20,Planning System,2026-09-18
BUD26-006061,2026-10-01,5200,CC410,P004,ENT04,REG01,FY26 Approved,GBP,783.36,Planning System,2026-09-18
BUD26-006062,2026-10-01,5200,CC410,P004,ENT04,REG02,FY26 Approved,GBP,979.20,Planning System,2026-09-18
BUD26-006063,2026-10-01,5200,CC410,P004,ENT04,REG03,FY26 Approved,GBP,1175.04,Planning System,2026-09-18
BUD26-006064,2026-10-01,5200,CC410,P004,ENT04,REG04,FY26 Approved,GBP,6854.40,Planning System,2026-09-18
BUD26-006065,2026-10-01,5300,CC410,P003,ENT01,REG01,FY26 Approved,GBP,94248.00,Planning System,2026-09-18
BUD26-006066,2026-10-01,5300,CC410,P003,ENT01,REG02,FY26 Approved,GBP,16156.80,Planning System,2026-09-18
BUD26-006067,2026-10-01,5300,CC410,P003,ENT01,REG03,FY26 Approved,GBP,13464.00,Planning System,2026-09-18
BUD26-006068,2026-10-01,5300,CC410,P003,ENT01,REG04,FY26 Approved,GBP,10771.20,Planning System,2026-09-18
BUD26-006069,2026-10-01,5300,CC410,P003,ENT02,REG01,FY26 Approved,GBP,4406.40,Planning System,2026-09-18
BUD26-006070,2026-10-01,5300,CC410,P003,ENT02,REG02,FY26 Approved,GBP,31726.08,Planning System,2026-09-18
BUD26-006071,2026-10-01,5300,CC410,P003,ENT02,REG03,FY26 Approved,GBP,4406.40,Planning System,2026-09-18
BUD26-006072,2026-10-01,5300,CC410,P003,ENT02,REG04,FY26 Approved,GBP,3525.12,Planning System,2026-09-18
BUD26-006073,2026-10-01,5300,CC410,P003,ENT03,REG01,FY26 Approved,GBP,2937.60,Planning System,2026-09-18
BUD26-006074,2026-10-01,5300,CC410,P003,ENT03,REG02,FY26 Approved,GBP,3672.00,Planning System,2026-09-18
BUD26-006075,2026-10-01,5300,CC410,P003,ENT03,REG03,FY26 Approved,GBP,27172.80,Planning System,2026-09-18
BUD26-006076,2026-10-01,5300,CC410,P003,ENT03,REG04,FY26 Approved,GBP,2937.60,Planning System,2026-09-18
BUD26-006077,2026-10-01,5300,CC410,P003,ENT04,REG01,FY26 Approved,GBP,2350.08,Planning System,2026-09-18
BUD26-006078,2026-10-01,5300,CC410,P003,ENT04,REG02,FY26 Approved,GBP,2937.60,Planning System,2026-09-18
BUD26-006079,2026-10-01,5300,CC410,P003,ENT04,REG03,FY26 Approved,GBP,3525.12,Planning System,2026-09-18
BUD26-006080,2026-10-01,5300,CC410,P003,ENT04,REG04,FY26 Approved,GBP,20563.20,Planning System,2026-09-18
BUD26-006081,2026-10-01,5400,CC420,P004,ENT01,REG01,FY26 Approved,GBP,47124.00,Planning System,2026-09-18
BUD26-006082,2026-10-01,5400,CC420,P004,ENT01,REG02,FY26 Approved,GBP,8078.40,Planning System,2026-09-18
BUD26-006083,2026-10-01,5400,CC420,P004,ENT01,REG03,FY26 Approved,GBP,6732.00,Planning System,2026-09-18
BUD26-006084,2026-10-01,5400,CC420,P004,ENT01,REG04,FY26 Approved,GBP,5385.60,Planning System,2026-09-18
BUD26-006085,2026-10-01,5400,CC420,P004,ENT02,REG01,FY26 Approved,GBP,2203.20,Planning System,2026-09-18
BUD26-006086,2026-10-01,5400,CC420,P004,ENT02,REG02,FY26 Approved,GBP,15863.04,Planning System,2026-09-18
BUD26-006087,2026-10-01,5400,CC420,P004,ENT02,REG03,FY26 Approved,GBP,2203.20,Planning System,2026-09-18
BUD26-006088,2026-10-01,5400,CC420,P004,ENT02,REG04,FY26 Approved,GBP,1762.56,Planning System,2026-09-18
BUD26-006089,2026-10-01,5400,CC420,P004,ENT03,REG01,FY26 Approved,GBP,1468.80,Planning System,2026-09-18
BUD26-006090,2026-10-01,5400,CC420,P004,ENT03,REG02,FY26 Approved,GBP,1836.00,Planning System,2026-09-18
BUD26-006091,2026-10-01,5400,CC420,P004,ENT03,REG03,FY26 Approved,GBP,13586.40,Planning System,2026-09-18
BUD26-006092,2026-10-01,5400,CC420,P004,ENT03,REG04,FY26 Approved,GBP,1468.80,Planning System,2026-09-18
BUD26-006093,2026-10-01,5400,CC420,P004,ENT04,REG01,FY26 Approved,GBP,1175.04,Planning System,2026-09-18
BUD26-006094,2026-10-01,5400,CC420,P004,ENT04,REG02,FY26 Approved,GBP,1468.80,Planning System,2026-09-18
BUD26-006095,2026-10-01,5400,CC420,P004,ENT04,REG03,FY26 Approved,GBP,1762.56,Planning System,2026-09-18
BUD26-006096,2026-10-01,5400,CC420,P004,ENT04,REG04,FY26 Approved,GBP,10281.60,Planning System,2026-09-18
BUD26-006097,2026-10-01,5400,CC430,P004,ENT01,REG01,FY26 Approved,GBP,47124.00,Planning System,2026-09-18
BUD26-006098,2026-10-01,5400,CC430,P004,ENT01,REG02,FY26 Approved,GBP,8078.40,Planning System,2026-09-18
BUD26-006099,2026-10-01,5400,CC430,P004,ENT01,REG03,FY26 Approved,GBP,6732.00,Planning System,2026-09-18
BUD26-006100,2026-10-01,5400,CC430,P004,ENT01,REG04,FY26 Approved,GBP,5385.60,Planning System,2026-09-18
BUD26-006101,2026-10-01,5400,CC430,P004,ENT02,REG01,FY26 Approved,GBP,2203.20,Planning System,2026-09-18
BUD26-006102,2026-10-01,5400,CC430,P004,ENT02,REG02,FY26 Approved,GBP,15863.04,Planning System,2026-09-18
BUD26-006103,2026-10-01,5400,CC430,P004,ENT02,REG03,FY26 Approved,GBP,2203.20,Planning System,2026-09-18
BUD26-006104,2026-10-01,5400,CC430,P004,ENT02,REG04,FY26 Approved,GBP,1762.56,Planning System,2026-09-18
BUD26-006105,2026-10-01,5400,CC430,P004,ENT03,REG01,FY26 Approved,GBP,1468.80,Planning System,2026-09-18
BUD26-006106,2026-10-01,5400,CC430,P004,ENT03,REG02,FY26 Approved,GBP,1836.00,Planning System,2026-09-18
BUD26-006107,2026-10-01,5400,CC430,P004,ENT03,REG03,FY26 Approved,GBP,13586.40,Planning System,2026-09-18
BUD26-006108,2026-10-01,5400,CC430,P004,ENT03,REG04,FY26 Approved,GBP,1468.80,Planning System,2026-09-18
BUD26-006109,2026-10-01,5400,CC430,P004,ENT04,REG01,FY26 Approved,GBP,1175.04,Planning System,2026-09-18
BUD26-006110,2026-10-01,5400,CC430,P004,ENT04,REG02,FY26 Approved,GBP,1468.80,Planning System,2026-09-18
BUD26-006111,2026-10-01,5400,CC430,P004,ENT04,REG03,FY26 Approved,GBP,1762.56,Planning System,2026-09-18
BUD26-006112,2026-10-01,5400,CC430,P004,ENT04,REG04,FY26 Approved,GBP,10281.60,Planning System,2026-09-18
BUD26-006113,2026-11-01,5100,CC310,P001,ENT01,REG01,FY26 Approved,GBP,37945.60,Planning System,2026-09-18
BUD26-006114,2026-11-01,5100,CC310,P001,ENT01,REG02,FY26 Approved,GBP,6504.96,Planning System,2026-09-18
BUD26-006115,2026-11-01,5100,CC310,P001,ENT01,REG03,FY26 Approved,GBP,5420.80,Planning System,2026-09-18
BUD26-006116,2026-11-01,5100,CC310,P001,ENT01,REG04,FY26 Approved,GBP,4336.64,Planning System,2026-09-18
BUD26-006117,2026-11-01,5100,CC310,P001,ENT02,REG01,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006118,2026-11-01,5100,CC310,P001,ENT02,REG02,FY26 Approved,GBP,12773.38,Planning System,2026-09-18
BUD26-006119,2026-11-01,5100,CC310,P001,ENT02,REG03,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006120,2026-11-01,5100,CC310,P001,ENT02,REG04,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006121,2026-11-01,5100,CC310,P001,ENT03,REG01,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006122,2026-11-01,5100,CC310,P001,ENT03,REG02,FY26 Approved,GBP,1478.40,Planning System,2026-09-18
BUD26-006123,2026-11-01,5100,CC310,P001,ENT03,REG03,FY26 Approved,GBP,10940.16,Planning System,2026-09-18
BUD26-006124,2026-11-01,5100,CC310,P001,ENT03,REG04,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006125,2026-11-01,5100,CC310,P001,ENT04,REG01,FY26 Approved,GBP,946.18,Planning System,2026-09-18
BUD26-006126,2026-11-01,5100,CC310,P001,ENT04,REG02,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006127,2026-11-01,5100,CC310,P001,ENT04,REG03,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006128,2026-11-01,5100,CC310,P001,ENT04,REG04,FY26 Approved,GBP,8279.04,Planning System,2026-09-18
BUD26-006129,2026-11-01,5100,CC330,P001,ENT01,REG01,FY26 Approved,GBP,37945.60,Planning System,2026-09-18
BUD26-006130,2026-11-01,5100,CC330,P001,ENT01,REG02,FY26 Approved,GBP,6504.96,Planning System,2026-09-18
BUD26-006131,2026-11-01,5100,CC330,P001,ENT01,REG03,FY26 Approved,GBP,5420.80,Planning System,2026-09-18
BUD26-006132,2026-11-01,5100,CC330,P001,ENT01,REG04,FY26 Approved,GBP,4336.64,Planning System,2026-09-18
BUD26-006133,2026-11-01,5100,CC330,P001,ENT02,REG01,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006134,2026-11-01,5100,CC330,P001,ENT02,REG02,FY26 Approved,GBP,12773.38,Planning System,2026-09-18
BUD26-006135,2026-11-01,5100,CC330,P001,ENT02,REG03,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006136,2026-11-01,5100,CC330,P001,ENT02,REG04,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006137,2026-11-01,5100,CC330,P001,ENT03,REG01,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006138,2026-11-01,5100,CC330,P001,ENT03,REG02,FY26 Approved,GBP,1478.40,Planning System,2026-09-18
BUD26-006139,2026-11-01,5100,CC330,P001,ENT03,REG03,FY26 Approved,GBP,10940.16,Planning System,2026-09-18
BUD26-006140,2026-11-01,5100,CC330,P001,ENT03,REG04,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006141,2026-11-01,5100,CC330,P001,ENT04,REG01,FY26 Approved,GBP,946.18,Planning System,2026-09-18
BUD26-006142,2026-11-01,5100,CC330,P001,ENT04,REG02,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006143,2026-11-01,5100,CC330,P001,ENT04,REG03,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006144,2026-11-01,5100,CC330,P001,ENT04,REG04,FY26 Approved,GBP,8279.04,Planning System,2026-09-18
BUD26-006145,2026-11-01,5100,CC310,P002,ENT01,REG01,FY26 Approved,GBP,37945.60,Planning System,2026-09-18
BUD26-006146,2026-11-01,5100,CC310,P002,ENT01,REG02,FY26 Approved,GBP,6504.96,Planning System,2026-09-18
BUD26-006147,2026-11-01,5100,CC310,P002,ENT01,REG03,FY26 Approved,GBP,5420.80,Planning System,2026-09-18
BUD26-006148,2026-11-01,5100,CC310,P002,ENT01,REG04,FY26 Approved,GBP,4336.64,Planning System,2026-09-18
BUD26-006149,2026-11-01,5100,CC310,P002,ENT02,REG01,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006150,2026-11-01,5100,CC310,P002,ENT02,REG02,FY26 Approved,GBP,12773.38,Planning System,2026-09-18
BUD26-006151,2026-11-01,5100,CC310,P002,ENT02,REG03,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006152,2026-11-01,5100,CC310,P002,ENT02,REG04,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006153,2026-11-01,5100,CC310,P002,ENT03,REG01,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006154,2026-11-01,5100,CC310,P002,ENT03,REG02,FY26 Approved,GBP,1478.40,Planning System,2026-09-18
BUD26-006155,2026-11-01,5100,CC310,P002,ENT03,REG03,FY26 Approved,GBP,10940.16,Planning System,2026-09-18
BUD26-006156,2026-11-01,5100,CC310,P002,ENT03,REG04,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006157,2026-11-01,5100,CC310,P002,ENT04,REG01,FY26 Approved,GBP,946.18,Planning System,2026-09-18
BUD26-006158,2026-11-01,5100,CC310,P002,ENT04,REG02,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006159,2026-11-01,5100,CC310,P002,ENT04,REG03,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006160,2026-11-01,5100,CC310,P002,ENT04,REG04,FY26 Approved,GBP,8279.04,Planning System,2026-09-18
BUD26-006161,2026-11-01,5100,CC330,P002,ENT01,REG01,FY26 Approved,GBP,37945.60,Planning System,2026-09-18
BUD26-006162,2026-11-01,5100,CC330,P002,ENT01,REG02,FY26 Approved,GBP,6504.96,Planning System,2026-09-18
BUD26-006163,2026-11-01,5100,CC330,P002,ENT01,REG03,FY26 Approved,GBP,5420.80,Planning System,2026-09-18
BUD26-006164,2026-11-01,5100,CC330,P002,ENT01,REG04,FY26 Approved,GBP,4336.64,Planning System,2026-09-18
BUD26-006165,2026-11-01,5100,CC330,P002,ENT02,REG01,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006166,2026-11-01,5100,CC330,P002,ENT02,REG02,FY26 Approved,GBP,12773.38,Planning System,2026-09-18
BUD26-006167,2026-11-01,5100,CC330,P002,ENT02,REG03,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006168,2026-11-01,5100,CC330,P002,ENT02,REG04,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006169,2026-11-01,5100,CC330,P002,ENT03,REG01,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006170,2026-11-01,5100,CC330,P002,ENT03,REG02,FY26 Approved,GBP,1478.40,Planning System,2026-09-18
BUD26-006171,2026-11-01,5100,CC330,P002,ENT03,REG03,FY26 Approved,GBP,10940.16,Planning System,2026-09-18
BUD26-006172,2026-11-01,5100,CC330,P002,ENT03,REG04,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006173,2026-11-01,5100,CC330,P002,ENT04,REG01,FY26 Approved,GBP,946.18,Planning System,2026-09-18
BUD26-006174,2026-11-01,5100,CC330,P002,ENT04,REG02,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006175,2026-11-01,5100,CC330,P002,ENT04,REG03,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006176,2026-11-01,5100,CC330,P002,ENT04,REG04,FY26 Approved,GBP,8279.04,Planning System,2026-09-18
BUD26-006177,2026-11-01,5100,CC310,P003,ENT01,REG01,FY26 Approved,GBP,37945.60,Planning System,2026-09-18
BUD26-006178,2026-11-01,5100,CC310,P003,ENT01,REG02,FY26 Approved,GBP,6504.96,Planning System,2026-09-18
BUD26-006179,2026-11-01,5100,CC310,P003,ENT01,REG03,FY26 Approved,GBP,5420.80,Planning System,2026-09-18
BUD26-006180,2026-11-01,5100,CC310,P003,ENT01,REG04,FY26 Approved,GBP,4336.64,Planning System,2026-09-18
BUD26-006181,2026-11-01,5100,CC310,P003,ENT02,REG01,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006182,2026-11-01,5100,CC310,P003,ENT02,REG02,FY26 Approved,GBP,12773.38,Planning System,2026-09-18
BUD26-006183,2026-11-01,5100,CC310,P003,ENT02,REG03,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006184,2026-11-01,5100,CC310,P003,ENT02,REG04,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006185,2026-11-01,5100,CC310,P003,ENT03,REG01,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006186,2026-11-01,5100,CC310,P003,ENT03,REG02,FY26 Approved,GBP,1478.40,Planning System,2026-09-18
BUD26-006187,2026-11-01,5100,CC310,P003,ENT03,REG03,FY26 Approved,GBP,10940.16,Planning System,2026-09-18
BUD26-006188,2026-11-01,5100,CC310,P003,ENT03,REG04,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006189,2026-11-01,5100,CC310,P003,ENT04,REG01,FY26 Approved,GBP,946.18,Planning System,2026-09-18
BUD26-006190,2026-11-01,5100,CC310,P003,ENT04,REG02,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006191,2026-11-01,5100,CC310,P003,ENT04,REG03,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006192,2026-11-01,5100,CC310,P003,ENT04,REG04,FY26 Approved,GBP,8279.04,Planning System,2026-09-18
BUD26-006193,2026-11-01,5100,CC330,P003,ENT01,REG01,FY26 Approved,GBP,37945.60,Planning System,2026-09-18
BUD26-006194,2026-11-01,5100,CC330,P003,ENT01,REG02,FY26 Approved,GBP,6504.96,Planning System,2026-09-18
BUD26-006195,2026-11-01,5100,CC330,P003,ENT01,REG03,FY26 Approved,GBP,5420.80,Planning System,2026-09-18
BUD26-006196,2026-11-01,5100,CC330,P003,ENT01,REG04,FY26 Approved,GBP,4336.64,Planning System,2026-09-18
BUD26-006197,2026-11-01,5100,CC330,P003,ENT02,REG01,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006198,2026-11-01,5100,CC330,P003,ENT02,REG02,FY26 Approved,GBP,12773.38,Planning System,2026-09-18
BUD26-006199,2026-11-01,5100,CC330,P003,ENT02,REG03,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006200,2026-11-01,5100,CC330,P003,ENT02,REG04,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006201,2026-11-01,5100,CC330,P003,ENT03,REG01,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006202,2026-11-01,5100,CC330,P003,ENT03,REG02,FY26 Approved,GBP,1478.40,Planning System,2026-09-18
BUD26-006203,2026-11-01,5100,CC330,P003,ENT03,REG03,FY26 Approved,GBP,10940.16,Planning System,2026-09-18
BUD26-006204,2026-11-01,5100,CC330,P003,ENT03,REG04,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006205,2026-11-01,5100,CC330,P003,ENT04,REG01,FY26 Approved,GBP,946.18,Planning System,2026-09-18
BUD26-006206,2026-11-01,5100,CC330,P003,ENT04,REG02,FY26 Approved,GBP,1182.72,Planning System,2026-09-18
BUD26-006207,2026-11-01,5100,CC330,P003,ENT04,REG03,FY26 Approved,GBP,1419.26,Planning System,2026-09-18
BUD26-006208,2026-11-01,5100,CC330,P003,ENT04,REG04,FY26 Approved,GBP,8279.04,Planning System,2026-09-18
BUD26-006209,2026-11-01,5110,CC310,P001,ENT01,REG01,FY26 Approved,GBP,8131.20,Planning System,2026-09-18
BUD26-006210,2026-11-01,5110,CC310,P001,ENT01,REG02,FY26 Approved,GBP,1393.92,Planning System,2026-09-18
BUD26-006211,2026-11-01,5110,CC310,P001,ENT01,REG03,FY26 Approved,GBP,1161.60,Planning System,2026-09-18
BUD26-006212,2026-11-01,5110,CC310,P001,ENT01,REG04,FY26 Approved,GBP,929.28,Planning System,2026-09-18
BUD26-006213,2026-11-01,5110,CC310,P001,ENT02,REG01,FY26 Approved,GBP,380.16,Planning System,2026-09-18
BUD26-006214,2026-11-01,5110,CC310,P001,ENT02,REG02,FY26 Approved,GBP,2737.15,Planning System,2026-09-18
BUD26-006215,2026-11-01,5110,CC310,P001,ENT02,REG03,FY26 Approved,GBP,380.16,Planning System,2026-09-18
BUD26-006216,2026-11-01,5110,CC310,P001,ENT02,REG04,FY26 Approved,GBP,304.13,Planning System,2026-09-18
BUD26-006217,2026-11-01,5110,CC310,P001,ENT03,REG01,FY26 Approved,GBP,253.44,Planning System,2026-09-18
BUD26-006218,2026-11-01,5110,CC310,P001,ENT03,REG02,FY26 Approved,GBP,316.80,Planning System,2026-09-18
BUD26-006219,2026-11-01,5110,CC310,P001,ENT03,REG03,FY26 Approved,GBP,2344.32,Planning System,2026-09-18
BUD26-006220,2026-11-01,5110,CC310,P001,ENT03,REG04,FY26 Approved,GBP,253.44,Planning System,2026-09-18
BUD26-006221,2026-11-01,5110,CC310,P001,ENT04,REG01,FY26 Approved,GBP,202.75,Planning System,2026-09-18
BUD26-006222,2026-11-01,5110,CC310,P001,ENT04,REG02,FY26 Approved,GBP,253.44,Planning System,2026-09-18
BUD26-006223,2026-11-01,5110,CC310,P001,ENT04,REG03,FY26 Approved,GBP,304.13,Planning System,2026-09-18
BUD26-006224,2026-11-01,5110,CC310,P001,ENT04,REG04,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006225,2026-11-01,5110,CC330,P001,ENT01,REG01,FY26 Approved,GBP,8131.20,Planning System,2026-09-18
BUD26-006226,2026-11-01,5110,CC330,P001,ENT01,REG02,FY26 Approved,GBP,1393.92,Planning System,2026-09-18
BUD26-006227,2026-11-01,5110,CC330,P001,ENT01,REG03,FY26 Approved,GBP,1161.60,Planning System,2026-09-18
BUD26-006228,2026-11-01,5110,CC330,P001,ENT01,REG04,FY26 Approved,GBP,929.28,Planning System,2026-09-18
BUD26-006229,2026-11-01,5110,CC330,P001,ENT02,REG01,FY26 Approved,GBP,380.16,Planning System,2026-09-18
BUD26-006230,2026-11-01,5110,CC330,P001,ENT02,REG02,FY26 Approved,GBP,2737.15,Planning System,2026-09-18
BUD26-006231,2026-11-01,5110,CC330,P001,ENT02,REG03,FY26 Approved,GBP,380.16,Planning System,2026-09-18
BUD26-006232,2026-11-01,5110,CC330,P001,ENT02,REG04,FY26 Approved,GBP,304.13,Planning System,2026-09-18
BUD26-006233,2026-11-01,5110,CC330,P001,ENT03,REG01,FY26 Approved,GBP,253.44,Planning System,2026-09-18
BUD26-006234,2026-11-01,5110,CC330,P001,ENT03,REG02,FY26 Approved,GBP,316.80,Planning System,2026-09-18
BUD26-006235,2026-11-01,5110,CC330,P001,ENT03,REG03,FY26 Approved,GBP,2344.32,Planning System,2026-09-18
BUD26-006236,2026-11-01,5110,CC330,P001,ENT03,REG04,FY26 Approved,GBP,253.44,Planning System,2026-09-18
BUD26-006237,2026-11-01,5110,CC330,P001,ENT04,REG01,FY26 Approved,GBP,202.75,Planning System,2026-09-18
BUD26-006238,2026-11-01,5110,CC330,P001,ENT04,REG02,FY26 Approved,GBP,253.44,Planning System,2026-09-18
BUD26-006239,2026-11-01,5110,CC330,P001,ENT04,REG03,FY26 Approved,GBP,304.13,Planning System,2026-09-18
BUD26-006240,2026-11-01,5110,CC330,P001,ENT04,REG04,FY26 Approved,GBP,1774.08,Planning System,2026-09-18
BUD26-006241,2026-11-01,5110,CC420,P001,ENT01,REG01,FY26 Approved,GBP,8131.20,Planning System,2026-09-18
BUD26-006242,2026-11-01,5110,CC420,P001,ENT01,REG02,FY26 Approved,GBP,1393.92,Planning System,2026-09-18
BUD26-006243,2026-11-01,5110,CC420,P001,ENT01,REG03,FY26 Approved,GBP,1161.60,Planning System,2026-09-18
BUD26-006244,2026-11-01,5110,CC420,P001,ENT01,REG04,FY26 Approved,GBP,929.28,Planning System,2026-09-18
BUD26-006245,2026-11-01,5110,CC420,P001,ENT02,REG01,FY26 Approved,GBP,380.16,Planning System,2026-09-18
BUD26-006246,2026-11-01,5110,CC420,P001,ENT02,REG02,FY26 Approved,GBP,2737.15,Planning System,2026-09-18
BUD26-006247,2026-11-01,5110,CC420,P001,ENT02,REG03,FY26 Approved,GBP,380.16,Planning System,2026-09-18
BUD26-006248,2026-11-01,5110,CC420,P001,ENT02,REG04,FY26 Approved,GBP,304.13,Planning System,2026-09-18
BUD26-006249,2026-11-01,5110,CC420,P001,ENT03,REG01,FY26 Approved,GBP,253.44,Planning System,2026-09-18
BUD26-006250,2026-11-01,5110,CC420,P001,ENT03,REG02,FY26 Approved,GBP,316.80,Planning System,2026-09-18
BUD26-006251,2026-11-01,5110,CC420,P001,ENT03,REG03,FY26 Approved,GBP,2344.32,Planning System,2026-09-18
