transaction_id,document_id,posting_date,account_code,cost_centre_code,product_code,entity_code,region_code,local_currency,local_amount,fx_rate_to_gbp,reporting_currency,reporting_amount_gbp,source_system,journal_type,description,load_date
TXN-0002669,DOC-20250403-029,2025-04-03,4100,CC220,P001,ENT01,REG01,GBP,21317.23,1.0,GBP,21317.23,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0002670,DOC-20250403-030,2025-04-03,4400,CC430,P004,ENT02,REG01,EUR,28479.56,0.8541,GBP,24324.39,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4400,2026-09-24
TXN-0002671,DOC-20250403-031,2025-04-03,4120,CC210,P003,ENT04,REG03,EUR,50694.87,0.8541,GBP,43298.49,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0002672,DOC-20250403-032,2025-04-03,4120,CC220,P003,ENT01,REG01,GBP,31713.0,1.0,GBP,31713.0,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0002673,DOC-20250403-033,2025-04-03,5300,CC410,P003,ENT02,REG03,EUR,20262.86,0.8541,GBP,17306.51,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0002674,DOC-20250403-034,2025-04-03,6600,CC120,P000,ENT01,REG03,GBP,7357.94,1.0,GBP,7357.94,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6600,2026-09-24
TXN-0002675,DOC-20250403-035,2025-04-03,6210,CC230,P003,ENT04,REG03,EUR,18232.22,0.8541,GBP,15572.14,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6210,2026-09-24
TXN-0002676,DOC-20250403-036,2025-04-03,6410,CC330,P000,ENT02,REG02,EUR,8409.43,0.8541,GBP,7182.49,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6410,2026-09-24
TXN-0002677,DOC-20250403-037,2025-04-03,6720,CC130,P000,ENT04,REG04,EUR,16191.48,0.8541,GBP,13829.14,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6720,2026-09-24
TXN-0002678,DOC-20250403-038,2025-04-03,6620,CC120,P000,ENT01,REG01,GBP,16335.63,1.0,GBP,16335.63,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6620,2026-09-24
TXN-0002679,DOC-20250403-039,2025-04-03,5110,CC420,P001,ENT01,REG03,GBP,981.88,1.0,GBP,981.88,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0002680,DOC-20250403-040,2025-04-03,6610,CC120,P000,ENT02,REG02,EUR,11388.51,0.8541,GBP,9726.93,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6610,2026-09-24
TXN-0002681,DOC-20250404-001,2025-04-04,6730,CC130,P000,ENT01,REG02,GBP,5541.22,1.0,GBP,5541.22,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6730,2026-09-24
TXN-0002682,DOC-20250404-002,2025-04-04,6600,CC120,P000,ENT01,REG03,GBP,11839.64,1.0,GBP,11839.64,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6600,2026-09-24
TXN-0002683,DOC-20250404-003,2025-04-04,6100,CC210,P000,ENT03,REG03,EUR,16103.64,0.8541,GBP,13754.12,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6100,2026-09-24
TXN-0002684,DOC-20250404-004,2025-04-04,6720,CC130,P000,ENT01,REG01,GBP,7784.24,1.0,GBP,7784.24,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6720,2026-09-24
TXN-0002685,DOC-20250404-005,2025-04-04,6210,CC230,P001,ENT03,REG03,EUR,2562.91,0.8541,GBP,2188.98,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6210,2026-09-24
TXN-0002686,DOC-20250404-006,2025-04-04,5400,CC430,P004,ENT01,REG02,GBP,17096.37,1.0,GBP,17096.37,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5400,2026-09-24
TXN-0002687,DOC-20250404-007,2025-04-04,4300,CC420,P004,ENT02,REG02,EUR,7734.98,0.8541,GBP,6606.45,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4300,2026-09-24
TXN-0002688,DOC-20250404-008,2025-04-04,5100,CC310,P001,ENT02,REG02,EUR,19755.03,0.8541,GBP,16872.77,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0002689,DOC-20250404-009,2025-04-04,4110,CC210,P002,ENT04,REG04,EUR,51499.81,0.8541,GBP,43985.99,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4110,2026-09-24
TXN-0002690,DOC-20250404-010,2025-04-04,4200,CC210,P003,ENT01,REG01,GBP,22792.39,1.0,GBP,22792.39,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4200,2026-09-24
TXN-0002691,DOC-20250404-011,2025-04-04,4200,CC220,P003,ENT04,REG04,EUR,47857.53,0.8541,GBP,40875.12,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4200,2026-09-24
TXN-0002692,DOC-20250404-012,2025-04-04,6330,CC320,P001,ENT02,REG02,EUR,842.03,0.8541,GBP,719.18,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6330,2026-09-24
TXN-0002693,DOC-20250404-013,2025-04-04,5300,CC410,P003,ENT02,REG03,EUR,6005.71,0.8541,GBP,5129.48,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5300,2026-09-24
TXN-0002694,DOC-20250404-014,2025-04-04,6600,CC120,P000,ENT04,REG04,EUR,11118.6,0.8541,GBP,9496.4,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6600,2026-09-24
TXN-0002695,DOC-20250404-015,2025-04-04,4110,CC220,P002,ENT01,REG03,GBP,33230.24,1.0,GBP,33230.24,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4110,2026-09-24
TXN-0002696,DOC-20250404-016,2025-04-04,6650,CC140,P000,ENT02,REG02,EUR,6688.32,0.8541,GBP,5712.49,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6650,2026-09-24
TXN-0002697,DOC-20250404-017,2025-04-04,6730,CC130,P000,ENT04,REG02,EUR,3993.37,0.8541,GBP,3410.74,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6730,2026-09-24
TXN-0002698,DOC-20250404-018,2025-04-04,5200,CC410,P004,ENT01,REG01,GBP,5877.05,1.0,GBP,5877.05,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5200,2026-09-24
TXN-0002699,DOC-20250404-019,2025-04-04,5300,CC410,P003,ENT02,REG02,EUR,17181.93,0.8541,GBP,14675.09,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0002700,DOC-20250404-020,2025-04-04,6640,CC110,P000,ENT01,REG01,GBP,4754.81,1.0,GBP,4754.81,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6640,2026-09-24
TXN-0002701,DOC-20250404-021,2025-04-04,6420,CC330,P000,ENT04,REG04,EUR,15822.57,0.8541,GBP,13514.06,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6420,2026-09-24
TXN-0002702,DOC-20250404-022,2025-04-04,6100,CC210,P000,ENT02,REG03,EUR,1471.06,0.8541,GBP,1256.43,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6100,2026-09-24
TXN-0002703,DOC-20250404-023,2025-04-04,4100,CC220,P001,ENT03,REG04,EUR,11319.65,0.8541,GBP,9668.11,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0002704,DOC-20250404-024,2025-04-04,6300,CC310,P002,ENT02,REG02,EUR,1247.44,0.8541,GBP,1065.44,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6300,2026-09-24
TXN-0002705,DOC-20250404-025,2025-04-04,4110,CC210,P002,ENT01,REG01,GBP,10521.85,1.0,GBP,10521.85,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4110,2026-09-24
TXN-0002706,DOC-20250404-026,2025-04-04,4120,CC210,P003,ENT02,REG02,EUR,19163.68,0.8541,GBP,16367.7,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0002707,DOC-20250404-027,2025-04-04,6320,CC310,P000,ENT03,REG03,EUR,15453.32,0.8541,GBP,13198.68,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6320,2026-09-24
TXN-0002708,DOC-20250404-028,2025-04-04,6740,CC130,P000,ENT03,REG03,EUR,5940.25,0.8541,GBP,5073.57,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6740,2026-09-24
TXN-0002709,DOC-20250404-029,2025-04-04,6320,CC310,P001,ENT01,REG02,GBP,6809.84,1.0,GBP,6809.84,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6320,2026-09-24
TXN-0002710,DOC-20250404-030,2025-04-04,4300,CC420,P004,ENT01,REG03,GBP,6964.11,1.0,GBP,6964.11,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4300,2026-09-24
TXN-0002711,DOC-20250404-031,2025-04-04,4900,CC110,P000,ENT04,REG04,EUR,39399.78,0.8541,GBP,33651.35,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4900,2026-09-24
TXN-0002712,DOC-20250404-032,2025-04-04,6110,CC220,P004,ENT01,REG01,GBP,2814.29,1.0,GBP,2814.29,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6110,2026-09-24
TXN-0002713,DOC-20250404-033,2025-04-04,5200,CC410,P001,ENT01,REG02,GBP,3560.14,1.0,GBP,3560.14,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0002714,DOC-20250404-034,2025-04-04,4100,CC210,P001,ENT02,REG02,EUR,46868.63,0.8541,GBP,40030.5,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0002715,DOC-20250404-035,2025-04-04,5110,CC420,P002,ENT01,REG04,GBP,8942.86,1.0,GBP,8942.86,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5110,2026-09-24
TXN-0002716,DOC-20250404-036,2025-04-04,6310,CC310,P003,ENT01,REG03,GBP,5608.46,1.0,GBP,5608.46,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6310,2026-09-24
TXN-0002717,DOC-20250404-037,2025-04-04,4100,CC210,P001,ENT01,REG01,GBP,6879.95,1.0,GBP,6879.95,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4100,2026-09-24
TXN-0002718,DOC-20250404-038,2025-04-04,6630,CC120,P000,ENT01,REG01,GBP,5559.26,1.0,GBP,5559.26,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6630,2026-09-24
TXN-0002719,DOC-20250404-039,2025-04-04,4120,CC210,P003,ENT01,REG01,GBP,38264.09,1.0,GBP,38264.09,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4120,2026-09-24
TXN-0002720,DOC-20250404-040,2025-04-04,6210,CC230,P001,ENT01,REG03,GBP,9793.29,1.0,GBP,9793.29,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6210,2026-09-24
TXN-0002721,DOC-20250407-001,2025-04-07,6600,CC120,P000,ENT01,REG01,GBP,15122.96,1.0,GBP,15122.96,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6600,2026-09-24
TXN-0002722,DOC-20250407-002,2025-04-07,4400,CC430,P004,ENT01,REG01,GBP,38260.25,1.0,GBP,38260.25,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4400,2026-09-24
TXN-0002723,DOC-20250407-003,2025-04-07,6660,CC120,P000,ENT03,REG04,EUR,6619.24,0.8541,GBP,5653.49,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6660,2026-09-24
TXN-0002724,DOC-20250407-004,2025-04-07,5400,CC430,P004,ENT02,REG03,EUR,10686.48,0.8541,GBP,9127.32,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0002725,DOC-20250407-005,2025-04-07,4110,CC220,P002,ENT01,REG03,GBP,33914.32,1.0,GBP,33914.32,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4110,2026-09-24
TXN-0002726,DOC-20250407-006,2025-04-07,6220,CC230,P002,ENT01,REG03,GBP,7972.19,1.0,GBP,7972.19,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6220,2026-09-24
TXN-0002727,DOC-20250407-007,2025-04-07,5400,CC420,P004,ENT04,REG04,EUR,15441.14,0.8541,GBP,13188.28,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0002728,DOC-20250407-008,2025-04-07,5300,CC410,P003,ENT03,REG03,EUR,8959.71,0.8541,GBP,7652.49,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5300,2026-09-24
TXN-0002729,DOC-20250407-009,2025-04-07,5400,CC430,P004,ENT03,REG02,EUR,8134.26,0.8541,GBP,6947.47,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5400,2026-09-24
TXN-0002730,DOC-20250407-010,2025-04-07,6220,CC230,P001,ENT01,REG01,GBP,3074.55,1.0,GBP,3074.55,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6220,2026-09-24
TXN-0002731,DOC-20250407-011,2025-04-07,4400,CC430,P004,ENT01,REG01,GBP,8897.15,1.0,GBP,8897.15,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4400,2026-09-24
TXN-0002732,DOC-20250407-012,2025-04-07,6310,CC310,P000,ENT03,REG03,EUR,12661.11,0.8541,GBP,10813.85,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6310,2026-09-24
TXN-0002733,DOC-20250407-013,2025-04-07,4120,CC220,P003,ENT01,REG03,GBP,26974.95,1.0,GBP,26974.95,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4120,2026-09-24
TXN-0002734,DOC-20250407-014,2025-04-07,5110,CC330,P003,ENT03,REG01,EUR,8841.56,0.8541,GBP,7551.58,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0002735,DOC-20250407-015,2025-04-07,6420,CC330,P000,ENT02,REG01,EUR,4085.07,0.8541,GBP,3489.06,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6420,2026-09-24
TXN-0002736,DOC-20250407-016,2025-04-07,4100,CC210,P001,ENT01,REG02,GBP,33055.87,1.0,GBP,33055.87,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0002737,DOC-20250407-017,2025-04-07,6220,CC230,P003,ENT01,REG01,GBP,3095.2,1.0,GBP,3095.2,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6220,2026-09-24
TXN-0002738,DOC-20250407-018,2025-04-07,5100,CC310,P001,ENT01,REG01,GBP,7909.28,1.0,GBP,7909.28,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5100,2026-09-24
TXN-0002739,DOC-20250407-019,2025-04-07,5200,CC410,P004,ENT01,REG01,GBP,2737.32,1.0,GBP,2737.32,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0002740,DOC-20250407-020,2025-04-07,4120,CC210,P003,ENT01,REG01,GBP,31841.74,1.0,GBP,31841.74,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4120,2026-09-24
TXN-0002741,DOC-20250407-021,2025-04-07,5110,CC330,P004,ENT02,REG03,EUR,9334.6,0.8541,GBP,7972.68,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0002742,DOC-20250407-022,2025-04-07,6230,CC230,P000,ENT02,REG02,EUR,15272.6,0.8541,GBP,13044.33,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6230,2026-09-24
TXN-0002743,DOC-20250407-023,2025-04-07,4400,CC430,P004,ENT04,REG04,EUR,50014.09,0.8541,GBP,42717.03,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4400,2026-09-24
TXN-0002744,DOC-20250407-024,2025-04-07,5200,CC410,P002,ENT01,REG01,GBP,2827.83,1.0,GBP,2827.83,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0002745,DOC-20250407-025,2025-04-07,6620,CC120,P000,ENT01,REG01,GBP,8120.55,1.0,GBP,8120.55,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6620,2026-09-24
TXN-0002746,DOC-20250407-026,2025-04-07,6650,CC120,P000,ENT03,REG03,EUR,3991.11,0.8541,GBP,3408.81,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6650,2026-09-24
TXN-0002747,DOC-20250407-027,2025-04-07,5200,CC410,P004,ENT04,REG04,EUR,11058.05,0.8541,GBP,9444.68,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5200,2026-09-24
TXN-0002748,DOC-20250407-028,2025-04-07,5400,CC420,P004,ENT04,REG03,EUR,4410.99,0.8541,GBP,3767.43,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5400,2026-09-24
TXN-0002749,DOC-20250407-029,2025-04-07,4120,CC220,P003,ENT01,REG01,GBP,34505.94,1.0,GBP,34505.94,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0002750,DOC-20250407-030,2025-04-07,5200,CC410,P004,ENT01,REG02,GBP,9267.02,1.0,GBP,9267.02,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5200,2026-09-24
TXN-0002751,DOC-20250407-031,2025-04-07,4120,CC210,P003,ENT01,REG02,GBP,34557.49,1.0,GBP,34557.49,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0002752,DOC-20250407-032,2025-04-07,5400,CC420,P004,ENT01,REG01,GBP,5582.58,1.0,GBP,5582.58,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5400,2026-09-24
TXN-0002753,DOC-20250407-033,2025-04-07,6120,CC220,P000,ENT01,REG03,GBP,739.95,1.0,GBP,739.95,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6120,2026-09-24
TXN-0002754,DOC-20250407-034,2025-04-07,6330,CC310,P002,ENT01,REG02,GBP,12335.98,1.0,GBP,12335.98,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6330,2026-09-24
TXN-0002755,DOC-20250407-035,2025-04-07,4900,CC110,P000,ENT01,REG01,GBP,37210.41,1.0,GBP,37210.41,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4900,2026-09-24
TXN-0002756,DOC-20250407-036,2025-04-07,6110,CC210,P004,ENT01,REG01,GBP,8313.12,1.0,GBP,8313.12,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6110,2026-09-24
TXN-0002757,DOC-20250407-037,2025-04-07,6620,CC120,P000,ENT01,REG01,GBP,4930.09,1.0,GBP,4930.09,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6620,2026-09-24
TXN-0002758,DOC-20250407-038,2025-04-07,6600,CC120,P000,ENT01,REG01,GBP,15848.97,1.0,GBP,15848.97,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6600,2026-09-24
TXN-0002759,DOC-20250407-039,2025-04-07,5300,CC410,P003,ENT02,REG03,EUR,8951.91,0.8541,GBP,7645.83,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5300,2026-09-24
TXN-0002760,DOC-20250407-040,2025-04-07,4120,CC220,P003,ENT01,REG01,GBP,41587.65,1.0,GBP,41587.65,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4120,2026-09-24
TXN-0002761,DOC-20250408-001,2025-04-08,6200,CC230,P000,ENT01,REG01,GBP,12894.49,1.0,GBP,12894.49,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6200,2026-09-24
TXN-0002762,DOC-20250408-002,2025-04-08,6630,CC120,P000,ENT01,REG03,GBP,872.56,1.0,GBP,872.56,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6630,2026-09-24
TXN-0002763,DOC-20250408-003,2025-04-08,4100,CC220,P001,ENT04,REG04,EUR,37140.74,0.8541,GBP,31721.91,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0002764,DOC-20250408-004,2025-04-08,4100,CC210,P001,ENT01,REG01,GBP,22265.83,1.0,GBP,22265.83,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4100,2026-09-24
TXN-0002765,DOC-20250408-005,2025-04-08,6200,CC230,P000,ENT01,REG03,GBP,15372.27,1.0,GBP,15372.27,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6200,2026-09-24
TXN-0002766,DOC-20250408-006,2025-04-08,5400,CC430,P004,ENT01,REG01,GBP,13872.24,1.0,GBP,13872.24,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0002767,DOC-20250408-007,2025-04-08,5400,CC430,P004,ENT01,REG01,GBP,12200.87,1.0,GBP,12200.87,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0002768,DOC-20250408-008,2025-04-08,5200,CC410,P004,ENT01,REG03,GBP,12537.71,1.0,GBP,12537.71,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5200,2026-09-24
TXN-0002769,DOC-20250408-009,2025-04-08,6660,CC120,P000,ENT01,REG01,GBP,14024.01,1.0,GBP,14024.01,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6660,2026-09-24
TXN-0002770,DOC-20250408-010,2025-04-08,5200,CC410,P001,ENT02,REG02,EUR,16024.27,0.8541,GBP,13686.33,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0002771,DOC-20250408-011,2025-04-08,5110,CC330,P001,ENT03,REG03,EUR,17473.41,0.8541,GBP,14924.04,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5110,2026-09-24
TXN-0002772,DOC-20250408-012,2025-04-08,6100,CC210,P000,ENT02,REG02,EUR,4206.85,0.8541,GBP,3593.07,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6100,2026-09-24
TXN-0002773,DOC-20250408-013,2025-04-08,6220,CC230,P001,ENT02,REG04,EUR,2873.79,0.8541,GBP,2454.5,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6220,2026-09-24
TXN-0002774,DOC-20250408-014,2025-04-08,6730,CC130,P000,ENT01,REG03,GBP,7914.68,1.0,GBP,7914.68,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6730,2026-09-24
TXN-0002775,DOC-20250408-015,2025-04-08,5200,CC410,P003,ENT01,REG02,GBP,7664.11,1.0,GBP,7664.11,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5200,2026-09-24
TXN-0002776,DOC-20250408-016,2025-04-08,6700,CC130,P000,ENT04,REG04,EUR,5002.31,0.8541,GBP,4272.47,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6700,2026-09-24
TXN-0002777,DOC-20250408-017,2025-04-08,6650,CC120,P000,ENT03,REG03,EUR,1000.08,0.8541,GBP,854.17,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6650,2026-09-24
TXN-0002778,DOC-20250408-018,2025-04-08,5100,CC330,P001,ENT03,REG03,EUR,12767.39,0.8541,GBP,10904.63,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0002779,DOC-20250408-019,2025-04-08,4120,CC210,P003,ENT02,REG02,EUR,49695.75,0.8541,GBP,42445.14,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4120,2026-09-24
TXN-0002780,DOC-20250408-020,2025-04-08,6700,CC130,P000,ENT01,REG01,GBP,13445.07,1.0,GBP,13445.07,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6700,2026-09-24
TXN-0002781,DOC-20250408-021,2025-04-08,5400,CC430,P004,ENT02,REG02,EUR,8603.68,0.8541,GBP,7348.4,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5400,2026-09-24
TXN-0002782,DOC-20250408-022,2025-04-08,5400,CC420,P004,ENT04,REG04,EUR,3049.28,0.8541,GBP,2604.39,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5400,2026-09-24
TXN-0002783,DOC-20250408-023,2025-04-08,4100,CC210,P001,ENT01,REG04,GBP,41634.32,1.0,GBP,41634.32,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0002784,DOC-20250408-024,2025-04-08,6420,CC330,P000,ENT01,REG01,GBP,5288.16,1.0,GBP,5288.16,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6420,2026-09-24
TXN-0002785,DOC-20250408-025,2025-04-08,6620,CC140,P000,ENT01,REG01,GBP,14819.94,1.0,GBP,14819.94,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6620,2026-09-24
TXN-0002786,DOC-20250408-026,2025-04-08,4200,CC220,P003,ENT03,REG03,EUR,34427.77,0.8541,GBP,29404.76,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4200,2026-09-24
TXN-0002787,DOC-20250408-027,2025-04-08,6700,CC130,P000,ENT02,REG02,EUR,9154.92,0.8541,GBP,7819.22,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6700,2026-09-24
TXN-0002788,DOC-20250408-028,2025-04-08,4100,CC210,P001,ENT02,REG03,EUR,28890.84,0.8541,GBP,24675.67,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4100,2026-09-24
TXN-0002789,DOC-20250408-029,2025-04-08,5100,CC330,P002,ENT01,REG01,GBP,14269.1,1.0,GBP,14269.1,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5100,2026-09-24
TXN-0002790,DOC-20250408-030,2025-04-08,6100,CC210,P000,ENT02,REG02,EUR,12266.39,0.8541,GBP,10476.72,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6100,2026-09-24
TXN-0002791,DOC-20250408-031,2025-04-08,6420,CC330,P000,ENT01,REG01,GBP,11233.28,1.0,GBP,11233.28,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6420,2026-09-24
TXN-0002792,DOC-20250408-032,2025-04-08,6660,CC120,P000,ENT04,REG04,EUR,4062.16,0.8541,GBP,3469.49,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6660,2026-09-24
TXN-0002793,DOC-20250408-033,2025-04-08,6100,CC210,P000,ENT01,REG01,GBP,3386.28,1.0,GBP,3386.28,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6100,2026-09-24
TXN-0002794,DOC-20250408-034,2025-04-08,5300,CC410,P003,ENT01,REG01,GBP,10682.88,1.0,GBP,10682.88,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5300,2026-09-24
TXN-0002795,DOC-20250408-035,2025-04-08,4120,CC210,P003,ENT02,REG02,EUR,22195.18,0.8541,GBP,18956.9,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0002796,DOC-20250408-036,2025-04-08,5110,CC310,P003,ENT03,REG03,EUR,5779.9,0.8541,GBP,4936.61,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0002797,DOC-20250408-037,2025-04-08,5200,CC410,P004,ENT01,REG01,GBP,4602.21,1.0,GBP,4602.21,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0002798,DOC-20250408-038,2025-04-08,6600,CC120,P000,ENT04,REG04,EUR,15130.91,0.8541,GBP,12923.31,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6600,2026-09-24
TXN-0002799,DOC-20250408-039,2025-04-08,6310,CC310,P000,ENT03,REG03,EUR,10813.21,0.8541,GBP,9235.56,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6310,2026-09-24
TXN-0002800,DOC-20250408-040,2025-04-08,6300,CC310,P003,ENT01,REG01,GBP,6417.77,1.0,GBP,6417.77,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6300,2026-09-24
